/home/alec/Documents/SmallDatasets/KineticsSmall/yarn spinning/pyo4PkQ5xkk_000038_000048.mp4, yarn spinning
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/aiiKAxn4erE_000178_000188.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/7N0wjkTLAkU_000052_000062.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/JzKLH1quo-Q_000003_000013.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/hkVzj-5aEBQ_000076_000086.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/9ucxQ3J30XU_000101_000111.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/a1gMweX0HfA_000079_000089.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/zOo8ap9vH7s_000071_000081.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Za7liYoGN_s_000053_000063.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/DEpNdIv1a8I_000012_000022.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/7bErMYZaA7U_000006_000016.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/wuHUb_NbyQQ_000040_000050.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/H1dxUwvPzoc_000065_000075.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/zHxh3lOfcS8_000029_000039.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/68rYpJSwdA0_000038_000048.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/OE-KhTYWR_8_000069_000079.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/PnC_-nK4L0M_000002_000012.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/xQRmABWGo58_000015_000025.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Sk2KSwWS120_000032_000042.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/d4UjzGtyfZo_000006_000016.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/By653yYasPI_000035_000045.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/iYkbH6n-YD0_000225_000235.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/ZTvQlUt5A9A_000002_000012.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/_Dv9sclQCxM_000001_000011.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/ZPFnZaDoZu8_000102_000112.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/ANl6rDv7vHQ_000135_000145.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/2lkb-9kmX8I_000119_000129.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/mOzkxtkKhMk_000000_000010.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/SbYZNW2-kIE_000016_000026.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/eiKLHQKgGhk_000162_000172.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/jmVkZyFGhD4_000001_000011.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/Z_78O_fcWkI_000279_000289.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/iiIwXwRFGWo_000229_000239.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/5h8zFTgWq-U_000012_000022.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/PE0lPMzQquw_000081_000091.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/aIus-6ng69k_000099_000109.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/tRIwJZoDUlU_000075_000085.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/OqIH7Tzic60_000002_000012.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/DJrtlmR0JVg_000038_000048.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/contact juggling/K83RbsoVgk8_000443_000453.mp4, contact juggling
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/hFZbMz78km8_000097_000107.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/jCzPQhSAzD0_000111_000121.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/l2tT3v93yHY_000072_000082.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/p_TurWvKn1I_000700_000710.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/yokNHJ-tEsM_000000_000010.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/TxAFwgMVOPU_000173_000183.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/yRHBGYUOM-4_000035_000045.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/lWyXl_FTSQ4_000392_000402.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/RdTNyV7fgg4_000008_000018.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/W-QL4-sWNN8_000025_000035.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/QC64mD4nvkg_000009_000019.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/2E0sg8vzZdU_000124_000134.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/LGfixLfn4Ic_000072_000082.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/ghZW1Opf3M8_000116_000126.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/S-7GG12ibSM_000032_000042.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/RA_lusoHL7A_000099_000109.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/iWwlDJmC6zk_000151_000161.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/p_fE-4KaL1g_000007_000017.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Q-QoXHO1Mzs_000127_000137.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/QHe3Kf7eIgY_000020_000030.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/8hZK_gIPmB8_000042_000052.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/u0q_q-FAvZw_000004_000014.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/S4queoMWkKc_000063_000073.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/OcRgheUy-84_000135_000145.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/n0G__8Z_CFw_001065_001075.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/bDAlTqgp-jU_000071_000081.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/wQlU_Q5la-o_000240_000250.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/P_yF0rvCoaQ_000000_000010.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/mENzYMME6xY_000187_000197.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/jhB1uyqMnP8_000061_000071.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/uroZRpP6QbY_000105_000115.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/j8en_bpzm2o_000155_000165.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/aZqBlHJn4zw_000064_000074.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/8ZrXw-AOnzI_000037_000047.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/6xWLDhnwt7s_000000_000010.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/zcHbq7ghqjQ_000098_000108.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/7bVQRVON2Kw_000151_000161.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/X8GTdhZfJTM_000063_000073.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Pwx7lvXOzuo_000032_000042.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/kZrFTxLSQOE_000075_000085.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/rvWbDvATt1Q_000042_000052.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Rxi4EuBuoio_000042_000052.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/pxIXAfG4SQ4_000130_000140.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/ZvNmgX0-PDU_000236_000246.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/_ENMp-4K0X8_000086_000096.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/uZmPZY-09yM_000001_000011.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Shf6IS9tr-c_000187_000197.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/X0cpQyOaEU4_000121_000131.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Uh7GiAwUjKY_000196_000206.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Z1LBU6OvmSA_000269_000279.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/aQ2T9ay1Xbs_000002_000012.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/xOviZHMDPTU_000001_000011.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/sAVpJylaLlU_000006_000016.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/EIKlWKIIS0w_000049_000059.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/G-7gWoZipLw_000212_000222.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/6GGQUpJR5qs_000036_000046.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/hT0MRVkjYLk_000007_000017.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/5xQVBj1PbFA_000081_000091.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/d6fkqpy_4uw_000023_000033.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/SICBF6dPgFc_000000_000010.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/TYE7qCwr7qM_000115_000125.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/iTaLVuGpRjI_000383_000393.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/MIW14araoF8_000029_000039.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/OFBqwI-SnIY_000197_000207.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/tdmDl-CdtzM_000005_000015.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/n4mSeiiWiOU_000033_000043.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/VezHz63HBBg_000142_000152.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/1K0UbDzF5nM_000116_000126.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/o87fvIF6THM_000170_000180.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/tvtEYgxXu0Q_000030_000040.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/WsEHQWZHa-Y_000171_000181.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/UZb-dDL_P2I_000005_000015.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/_hKHQ9QH1hQ_000016_000026.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/kN8S62ro8BY_000163_000173.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/UvtJh0F7VBs_000068_000078.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/3IQUeEmrjEg_000342_000352.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/uBpA3q2srlE_000064_000074.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/wwlTH1cjvSU_000024_000034.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Jx84q4DNSSg_000016_000026.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/l2CwhBjYQCI_000119_000129.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/NZajJaPcpZw_000071_000081.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/5wO5PBt0Dmc_000095_000105.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/8s5cDrOUvvo_000067_000077.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/qot1PLNC0vQ_000251_000261.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/vNk_OkP7K_s_000094_000104.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/I3xs67_H6U4_000040_000050.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/6RVwg9JxTtc_000056_000066.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/KXcFw3LtVgg_000036_000046.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/qQAqvwWqulI_000045_000055.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/tcpJydrX7ss_000060_000070.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/Yu1oyPQlmGk_000128_000138.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/_Bst8mp_07Y_000088_000098.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/A2FHbQ4js2c_000000_000010.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/rei93hACULU_000019_000029.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/aanVqthng3g_000357_000367.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/eukzXgSqEMo_000108_000118.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/wnHkoFx4LNs_000021_000031.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/nalVdskCkwA_000028_000038.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/416UKjpffBc_000024_000034.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/bathing dog/mNZ7zkBLiC4_000060_000070.mp4, bathing dog
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/olwPey1bfoM_000027_000037.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/fDud7q_rBq0_000053_000063.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/d8BsSME6TFg_000008_000018.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/q382I17AS1M_000015_000025.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/xd10jpM3di4_000004_000014.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/V01o3D9gC94_000022_000032.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/EIVsoFjQnIk_000008_000018.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/EZdwvgaRdTg_000023_000033.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/dcF9FOLidzU_000040_000050.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/jhd0k59IFGw_000022_000032.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/svh1BD_yPrA_000008_000018.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/Dh5ZxD_t2H4_000016_000026.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/XL6WyZ65UXM_000013_000023.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/v0-HATkZKZ8_000084_000094.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/ssbMKhIqXHs_000000_000010.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/ikVwA-X08cg_000022_000032.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/v7C6MNhXwlg_000018_000028.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/FmhuIOOjkqs_000016_000026.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/XSYjCV-GoB4_000066_000076.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/iN0-jADvQHw_000006_000016.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/oZ5yTO927aE_000039_000049.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/jWg73Z1Eky8_000015_000025.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/TQGK0CCOFJU_000001_000011.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/HylNiQ5tuJ8_000004_000014.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/yPg9GmvqPRQ_000060_000070.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/Zokvapc80R4_000013_000023.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/N5jR17Hmkkg_000030_000040.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/h8pzFjge2vQ_000096_000106.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/tn6uHeXBg3I_000000_000010.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/vyvK2tYgmkU_000060_000070.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/GU76g-GTtmQ_000088_000098.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/zbwlbgtKZxw_000009_000019.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/nwa1w2yIX6E_000075_000085.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/bkTxZO6HOu0_000046_000056.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/YDvv28NNbcI_000061_000071.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/S7YuLs3_KuE_000031_000041.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/GonSTV9gyEM_000008_000018.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/sd96860FS18_000000_000010.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/tF5Zs1wCDwE_000014_000024.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/dKr5iNfERrA_000012_000022.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/wq29sD_F8uk_000097_000107.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/ZDwzFEN-avg_000043_000053.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/8EBT_ec1u3o_000050_000060.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/LG26IDMaf_U_000034_000044.mp4, uncorking champagne
/home/alec/Documents/SmallDatasets/KineticsSmall/uncorking champagne/mzAKpd7bEU0_000015_000025.mp4, uncorking champagne
